crop,region,soil_type,rainfall_mm,avg_temp_c,humidity_pct,sunlight_hours,soil_ph,soil_nitrogen_kg_ha,soil_phosphorus_kg_ha,soil_potassium_kg_ha,soil_organic_matter_pct,fertilizer_kg_ha,irrigation_mm,pesticide_l_ha,ndvi,planting_density_k_per_ha,days_to_harvest,yield_tons_per_ha
Maize,South,Silty,815.7,28.4,67.5,6.93,6.0,56.9,7.0,60.4,3.48,107.5,397.1,1.78,0.747,90.1,151,4.712
Rice,South,Sandy,577.4,21.9,68.2,7.7,6.82,70.0,50.8,57.4,2.4,124.2,140.4,0.98,0.576,95.7,108,4.647
Maize,West,Sandy,467.4,32.2,46.1,6.37,6.83,35.8,50.1,50.0,2.8,198.8,320.8,3.01,0.671,94.3,199,5.394
Cotton,North,Clayey,745.7,18.1,45.6,6.24,7.96,56.3,56.9,17.1,3.35,224.4,177.1,2.42,0.311,73.5,156,1.423
Cotton,South,Silty,442.6,35.6,56.9,6.98,7.02,10.4,44.2,52.5,4.54,70.9,212.7,2.13,0.517,84.3,153,1.691
Cotton,North,Sandy,969.6,30.7,76.6,9.28,7.03,38.8,34.6,31.3,2.39,236.5,357.7,2.18,0.625,54.7,69,1.698
Wheat,South,Loamy,671.4,21.9,32.5,8.19,7.0,59.0,52.3,43.6,2.11,149.6,441.7,3.21,0.56,85.2,117,2.982
Maize,East,Loamy,618.5,22.3,54.6,6.39,6.02,45.3,31.6,50.7,3.29,144.7,518.7,4.02,0.794,40.1,68,5.12
Wheat,North,Silty,815.5,25.2,79.6,8.3,5.62,64.9,24.1,52.1,4.21,140.0,344.8,2.08,0.654,49.8,132,2.98
Soybean,South,Silty,680.9,27.6,41.5,7.01,5.8,16.5,38.2,35.9,3.81,149.0,299.3,2.08,0.692,84.1,119,2.074
Cotton,West,Silty,285.5,30.6,78.8,7.52,6.98,39.0,44.9,63.0,3.02,56.4,184.4,2.4,0.633,90.8,157,1.66
Wheat,Central,Loamy,434.6,16.0,43.1,7.38,7.5,56.8,30.3,56.4,4.23,174.4,85.3,3.45,0.603,55.9,94,3.941
Soybean,North,Loamy,964.4,26.6,46.3,3.83,7.01,56.6,27.4,31.6,1.19,162.3,374.4,2.78,0.738,91.2,132,2.167
Cotton,West,Sandy,721.0,11.3,57.8,2.43,6.38,57.8,35.0,38.3,4.01,128.0,269.6,2.4,0.868,76.8,121,1.565
Cotton,North,Loamy,279.6,22.9,88.1,7.34,7.67,53.1,44.9,34.4,2.69,162.3,301.1,2.77,0.287,102.7,119,2.124
Rice,East,Sandy,788.0,32.7,50.4,5.72,6.19,32.8,38.3,44.1,3.63,137.7,252.2,2.42,0.449,109.2,140,4.352
Wheat,Central,Clayey,560.2,15.5,34.0,4.54,5.7,38.3,71.6,53.8,4.01,145.6,213.9,0.6,0.609,35.3,132,3.277
Cotton,West,Sandy,481.4,14.4,39.0,5.77,6.68,84.7,38.4,19.1,3.19,175.1,381.2,3.07,0.802,118.5,142,1.878
Cotton,South,Loamy,413.8,25.3,74.0,8.39,7.4,31.1,49.0,17.2,3.07,136.4,504.6,1.2,0.718,98.3,134,1.951
Maize,South,Sandy,950.0,32.3,39.7,7.54,5.91,28.8,22.6,33.4,2.61,103.4,156.0,1.91,0.478,92.2,129,4.638
Cotton,West,Clayey,208.6,26.0,77.8,8.16,5.31,60.2,47.0,63.9,4.69,195.5,75.1,1.23,0.542,73.4,101,1.946
Wheat,Central,Clayey,490.6,12.6,61.0,7.68,6.53,34.1,34.5,48.3,3.34,85.5,271.8,1.74,0.713,90.4,112,3.513
Soybean,South,Sandy,730.0,13.9,59.5,5.62,7.04,76.9,39.9,67.1,3.22,213.1,213.9,2.24,0.51,87.4,94,2.017
Wheat,North,Sandy,1094.6,24.6,64.5,8.16,4.42,91.0,60.2,42.8,4.51,129.4,442.0,3.36,0.643,97.3,113,2.898
Cotton,East,Clayey,838.5,16.9,48.0,7.88,7.18,46.4,35.5,33.2,2.5,202.5,360.7,1.58,0.498,87.4,131,1.473
Soybean,West,Loamy,488.5,24.8,62.1,6.82,5.54,54.6,24.3,21.5,2.75,236.3,527.5,3.46,0.673,91.4,84,2.266
Cotton,East,Silty,1082.3,25.2,42.1,7.09,7.01,22.6,26.2,33.4,3.94,146.4,429.3,0.4,0.696,95.1,140,1.369
Maize,Central,Silty,361.2,21.1,80.2,8.19,5.1,65.5,42.1,36.3,4.77,202.3,312.6,0.77,0.196,41.5,113,4.717
Wheat,Central,Loamy,766.3,34.9,44.6,5.88,5.47,16.4,41.4,11.0,3.04,187.8,317.7,1.15,0.87,74.5,116,2.901
Wheat,West,Silty,821.9,27.5,66.6,8.63,6.93,29.9,40.9,33.2,3.39,161.0,347.0,2.77,0.886,80.4,120,3.026
Rice,North,Loamy,479.7,31.3,44.5,7.85,7.35,51.8,24.6,33.1,1.41,186.2,190.8,1.07,0.295,72.7,124,3.625
Soybean,Central,Sandy,874.4,29.5,52.0,7.0,6.49,58.2,64.3,45.3,4.28,133.2,352.2,0.75,0.566,102.8,60,2.378
Wheat,West,Clayey,571.5,23.1,54.4,9.3,8.18,27.7,57.6,44.4,1.92,248.5,464.5,3.8,0.355,112.7,118,2.825
Cotton,South,Sandy,873.8,22.8,100.0,5.06,5.78,41.9,41.6,49.5,2.46,155.1,224.2,1.87,0.28,83.1,103,1.684
Rice,East,Loamy,240.1,22.2,59.8,6.31,5.78,25.1,21.7,22.3,3.19,106.2,271.0,3.49,0.722,83.1,113,4.491
Maize,Central,Loamy,783.7,28.1,47.7,5.98,6.29,45.2,59.0,29.1,2.35,124.0,378.8,3.03,0.872,82.6,139,5.09
Rice,Central,Clayey,597.0,20.1,53.3,7.54,6.26,38.0,53.6,58.0,1.06,203.3,479.9,2.81,0.597,49.0,108,4.902
Maize,East,Loamy,987.4,34.4,37.4,8.77,6.7,40.5,41.2,41.4,1.76,94.8,210.9,3.26,0.834,62.7,101,4.112
Maize,North,Sandy,689.0,19.5,57.6,5.53,5.98,59.8,54.4,56.9,3.1,263.5,329.3,1.73,0.501,62.9,128,4.743
Wheat,West,Sandy,1012.3,25.3,87.8,11.96,6.9,54.2,34.1,43.0,4.5,228.3,296.2,0.85,0.383,96.4,90,2.69
Maize,West,Silty,826.9,22.6,65.0,6.01,6.88,58.4,28.5,47.6,4.42,76.1,267.1,2.52,0.542,72.4,150,4.289
Soybean,North,Silty,668.1,21.3,73.6,7.54,7.63,48.1,41.9,52.4,3.38,196.4,76.9,1.65,0.483,78.7,169,2.404
Cotton,Central,Silty,896.9,37.0,46.4,7.0,6.16,60.8,21.4,37.2,3.16,91.9,210.7,2.6,0.664,76.8,85,1.888
Rice,South,Clayey,898.5,21.4,56.9,7.07,6.74,49.5,26.7,35.7,3.8,100.0,152.7,2.9,0.763,75.0,136,4.466
Cotton,Central,Clayey,818.0,22.2,63.1,5.81,6.92,42.6,46.5,35.5,4.33,121.9,283.9,1.19,0.427,122.0,157,1.524
Cotton,East,Sandy,126.9,20.0,49.1,8.6,6.49,58.6,42.9,43.9,3.12,105.5,245.6,1.41,0.397,82.3,108,1.681
Cotton,South,Loamy,454.4,24.2,66.0,5.72,6.35,43.6,23.4,53.0,3.15,193.5,157.3,1.91,0.732,108.2,105,2.106
Rice,North,Silty,1046.0,23.4,69.2,4.35,5.06,45.1,35.1,39.3,3.2,165.2,268.0,3.27,0.547,66.1,105,4.293
Cotton,North,Sandy,386.0,17.3,68.1,5.32,6.56,66.0,23.9,61.2,4.01,175.4,523.9,1.21,0.717,57.9,151,1.597
Maize,West,Sandy,920.6,21.5,57.7,9.17,6.92,64.6,34.1,69.5,1.63,150.2,220.4,3.83,0.477,98.0,153,4.733
Wheat,South,Loamy,876.6,27.7,76.4,8.88,6.46,45.5,32.8,32.7,3.02,118.3,253.5,0.36,0.501,83.3,114,2.866
Rice,Central,Sandy,518.6,30.2,56.1,3.99,5.95,63.1,51.9,61.6,3.4,118.8,272.9,3.62,0.754,92.7,158,5.053
Soybean,South,Clayey,201.2,24.1,54.8,8.22,5.32,30.8,38.1,44.7,1.11,216.3,212.6,2.24,0.723,116.2,90,2.833
Wheat,Central,Sandy,557.8,24.4,81.6,4.03,6.82,45.6,37.1,50.3,3.92,129.1,110.7,2.53,0.809,83.9,133,3.3
Maize,Central,Clayey,1219.5,21.8,43.4,6.96,6.52,38.7,35.3,43.1,4.08,233.7,517.1,2.58,0.569,88.0,98,3.953
Soybean,North,Loamy,484.2,21.0,34.5,5.19,7.47,50.0,19.4,62.1,1.05,111.9,80.3,0.0,0.794,73.4,124,1.966
Wheat,West,Loamy,501.4,18.5,47.0,8.34,5.49,61.0,38.8,49.9,2.59,152.8,94.3,1.72,0.667,82.8,111,3.948
Maize,Central,Silty,450.6,14.7,65.8,7.83,6.17,58.3,45.8,40.1,2.62,168.6,389.9,1.85,0.661,85.4,94,4.553
Rice,South,Sandy,1003.7,19.8,79.3,8.47,5.58,56.3,42.8,39.2,2.11,220.9,54.1,3.21,0.472,89.9,128,5.397
Maize,North,Sandy,639.3,29.4,50.1,6.56,7.22,52.1,48.3,28.2,2.25,208.2,392.5,1.92,0.699,85.9,90,4.636
Rice,Central,Sandy,543.5,21.5,87.2,6.71,7.37,47.6,48.9,37.0,2.48,168.4,403.3,3.43,0.562,49.1,138,4.499
Cotton,East,Clayey,1053.4,21.9,60.4,4.75,7.85,68.0,66.4,62.1,3.61,154.5,203.8,3.82,0.879,110.6,138,1.528
Wheat,North,Clayey,844.9,21.8,58.3,5.45,6.86,26.8,26.5,60.2,4.25,95.5,305.0,2.59,0.6,81.8,123,3.123
Cotton,Central,Sandy,470.2,31.5,47.3,8.42,7.05,40.0,42.8,36.0,3.55,138.5,293.9,2.19,0.573,111.7,112,2.129
Soybean,West,Silty,394.1,18.4,89.3,7.55,6.81,56.2,44.2,29.6,2.09,285.8,203.4,0.98,0.792,63.5,138,2.226
Cotton,North,Silty,989.5,25.7,57.7,7.16,6.9,72.9,36.2,58.3,3.79,92.5,226.2,2.65,0.613,70.0,140,1.918
Cotton,South,Loamy,704.2,23.6,40.0,8.89,6.53,44.8,32.4,51.0,3.6,116.2,281.2,1.7,0.472,76.0,108,1.549
Wheat,North,Clayey,312.7,24.4,96.9,5.05,6.93,46.1,46.0,17.3,0.2,67.1,244.0,3.41,0.37,71.8,124,3.409
Cotton,Central,Silty,254.2,25.5,65.9,8.08,8.0,30.7,44.8,85.3,4.24,105.2,369.1,0.55,0.466,87.2,110,1.619
Maize,North,Sandy,421.0,24.3,72.0,5.23,6.65,41.9,27.4,45.2,3.13,79.0,282.0,1.35,0.326,101.8,131,4.564
Cotton,West,Loamy,390.1,28.8,85.2,9.22,6.52,60.6,18.4,68.8,3.17,76.5,354.2,2.95,0.586,107.5,102,1.723
Cotton,East,Loamy,188.5,23.8,69.2,7.82,6.64,73.7,34.1,47.4,1.26,169.4,253.5,3.74,0.729,70.7,125,1.942
Maize,East,Clayey,425.1,34.5,74.6,8.45,6.4,45.6,31.9,30.4,4.61,193.8,376.8,2.75,0.515,68.0,117,4.594
Rice,Central,Silty,470.2,24.3,60.8,5.95,6.67,38.0,47.2,47.7,3.34,171.2,406.1,3.3,0.95,95.4,142,5.252
Wheat,Central,Loamy,584.3,13.8,71.0,10.27,6.37,51.0,28.9,24.5,3.78,88.7,62.4,2.21,0.387,58.9,106,3.756
Wheat,North,Clayey,1123.2,27.8,59.5,10.0,7.3,25.8,37.9,43.2,1.68,49.0,345.4,3.74,0.679,93.4,127,2.634
Rice,North,Sandy,633.3,26.4,59.7,7.65,7.23,68.5,19.5,29.8,3.51,27.3,216.6,2.28,0.665,75.3,109,4.791
Cotton,North,Sandy,658.1,24.2,61.8,8.76,8.02,31.5,21.4,42.1,3.53,76.9,247.3,2.56,0.537,71.2,82,1.753
Maize,West,Clayey,827.3,22.4,54.0,6.55,6.48,54.7,30.8,48.5,2.84,88.4,337.6,2.26,0.577,23.7,114,4.314
Maize,East,Silty,640.7,11.3,67.6,5.1,6.7,54.5,37.0,49.1,1.71,122.5,314.7,1.79,0.849,85.3,136,4.694
Rice,North,Loamy,800.0,12.3,67.5,8.19,6.67,59.4,30.2,24.6,2.94,165.7,272.0,2.48,0.761,103.4,137,4.826
Maize,South,Loamy,770.2,33.9,72.3,5.62,6.64,53.8,41.7,36.0,2.04,126.8,379.4,2.31,0.74,56.3,105,4.668
Soybean,East,Sandy,730.6,20.5,69.6,8.97,7.29,50.0,19.6,17.3,2.3,245.1,321.5,2.51,0.46,85.7,145,1.907
Cotton,West,Sandy,1391.6,29.8,90.0,8.57,5.36,56.4,37.4,53.7,4.16,288.4,209.0,0.0,0.674,90.0,152,1.594
Soybean,South,Clayey,927.8,14.4,75.8,7.35,6.82,62.5,37.6,47.8,3.09,143.6,431.8,1.19,0.723,69.4,97,2.178
Soybean,Central,Clayey,429.6,17.7,56.9,7.27,7.9,76.9,22.6,28.6,2.92,35.2,427.7,1.54,0.73,88.6,123,2.022
Cotton,Central,Loamy,792.6,28.1,66.8,8.48,7.45,33.5,42.7,64.7,1.82,117.8,301.6,0.56,0.39,97.9,147,1.735
Maize,West,Sandy,502.1,23.4,81.2,7.41,7.37,22.4,14.0,51.5,2.95,134.0,233.0,1.12,0.651,83.7,153,4.863
Cotton,East,Clayey,811.6,27.2,45.8,6.39,7.09,26.8,31.8,43.5,2.85,191.2,207.4,2.76,0.65,91.1,125,1.946
Rice,Central,Sandy,356.2,23.9,90.2,4.73,6.08,22.8,49.4,38.4,2.02,69.8,500.7,2.37,0.768,74.8,148,5.671
Wheat,West,Clayey,423.1,22.8,48.4,8.44,5.98,32.0,13.3,36.1,4.09,52.6,277.9,3.03,0.56,96.2,153,3.583
Maize,East,Sandy,786.0,19.9,73.5,7.55,5.98,30.1,48.1,34.0,4.04,165.7,317.5,2.96,0.427,45.7,134,4.537
Wheat,East,Sandy,949.4,16.8,60.1,11.13,5.7,43.8,26.0,61.4,2.23,117.2,350.7,3.04,0.458,95.4,113,3.537
Wheat,Central,Loamy,825.7,32.4,59.2,6.86,7.16,62.8,32.9,48.8,3.4,116.2,0.0,2.09,0.654,104.6,129,2.976
Cotton,East,Loamy,913.5,33.4,40.5,7.45,7.53,59.4,56.9,30.3,1.15,97.2,190.1,3.4,0.774,65.0,103,1.656
Soybean,North,Loamy,793.5,17.8,73.6,7.49,6.8,40.7,32.5,63.2,3.32,125.8,564.2,1.48,0.545,64.5,105,1.767
Rice,Central,Clayey,743.1,17.4,40.7,7.98,7.06,42.0,59.4,43.7,3.78,161.9,0.0,3.35,0.644,112.4,82,4.89
Cotton,North,Loamy,574.1,21.9,38.4,5.55,6.71,80.2,36.3,32.1,1.88,5.8,120.4,2.94,0.293,87.7,142,1.518
Wheat,West,Clayey,903.3,26.0,77.4,6.88,6.9,58.9,39.0,72.7,3.02,151.0,246.1,2.7,0.28,49.5,146,2.781
Rice,West,Silty,956.2,22.9,86.8,8.24,5.02,52.6,50.1,29.7,3.13,191.3,180.9,2.03,0.671,75.6,73,4.885
Soybean,East,Clayey,684.2,27.0,50.0,6.5,6.72,51.8,46.5,33.4,5.89,176.8,209.9,1.37,0.669,45.6,108,2.516
Rice,North,Clayey,670.8,23.7,75.0,8.19,6.2,45.7,41.8,45.0,5.58,276.4,161.4,2.05,0.707,75.5,105,4.356
Soybean,East,Loamy,1097.9,23.3,71.9,7.15,6.47,80.0,34.4,49.5,3.32,123.7,279.4,0.53,0.286,79.4,133,1.843
Cotton,Central,Sandy,694.9,38.5,58.6,7.6,6.66,47.2,21.4,34.5,2.34,144.4,342.9,3.08,0.818,92.3,120,1.771
Wheat,South,Silty,718.9,20.8,80.0,8.73,6.0,52.2,22.0,14.0,3.24,226.4,348.1,1.56,0.516,80.6,136,2.81
Wheat,West,Sandy,821.1,33.8,57.5,6.66,5.75,25.3,55.8,45.5,4.13,153.2,201.4,1.63,0.509,111.9,121,2.798
Cotton,Central,Silty,675.5,32.7,67.8,4.82,5.98,40.5,60.4,30.4,1.33,240.3,416.7,0.22,0.7,82.3,127,1.607
Maize,Central,Clayey,494.9,27.0,41.2,6.6,5.49,41.7,41.6,40.0,0.91,199.0,317.2,0.99,0.612,41.9,121,4.84
Maize,East,Sandy,794.5,12.4,41.8,5.76,5.69,57.3,18.7,33.7,1.85,158.6,428.5,4.66,0.854,92.3,149,3.914
Maize,South,Loamy,690.3,24.2,77.5,3.81,5.79,38.4,30.7,29.8,3.76,149.3,334.6,1.4,0.708,82.2,95,5.1
Maize,West,Loamy,1160.6,20.9,68.3,6.84,5.5,50.7,30.1,41.3,3.82,135.9,268.6,3.06,0.831,76.6,101,4.15
Soybean,East,Sandy,897.1,24.1,57.9,7.3,6.87,40.9,33.3,36.2,3.44,147.9,271.6,0.74,0.537,101.1,98,2.277
Maize,West,Sandy,551.1,17.6,88.6,8.53,5.87,33.5,29.4,33.2,4.11,99.3,342.3,0.68,0.784,96.6,131,5.336
Wheat,West,Clayey,882.3,28.5,88.5,5.29,5.2,32.9,46.2,58.5,2.82,190.6,451.5,1.99,0.267,62.7,79,2.545
Soybean,West,Clayey,777.0,29.9,66.6,7.13,6.22,47.4,43.0,31.1,2.73,264.9,315.0,2.07,0.587,85.4,72,2.203
Soybean,South,Sandy,1027.4,31.0,38.2,8.69,5.72,51.5,59.0,41.5,3.39,41.3,325.1,1.41,0.398,110.4,137,1.712
Wheat,West,Clayey,568.9,21.7,58.3,6.14,7.52,47.1,35.3,44.5,4.71,220.7,367.8,2.0,0.62,81.5,85,3.08
Rice,East,Silty,747.2,17.6,47.5,7.8,6.59,37.5,42.4,21.3,3.41,164.5,87.0,1.23,0.628,54.2,98,4.005
Soybean,Central,Clayey,675.2,26.1,61.3,9.4,5.47,47.9,48.9,29.4,2.9,212.7,128.4,3.22,0.744,87.9,86,2.516
Soybean,West,Silty,714.6,34.5,46.0,4.21,6.9,45.2,52.3,44.4,3.4,114.8,326.1,4.02,0.638,73.8,102,1.869
Wheat,Central,Sandy,478.7,24.4,42.1,7.41,6.56,34.4,25.2,43.9,4.42,139.1,185.3,3.05,0.491,80.7,193,3.811
Wheat,Central,Silty,844.0,26.7,26.1,8.74,6.33,51.2,44.9,34.0,2.64,225.9,268.3,0.64,0.532,60.8,112,2.875
Maize,Central,Sandy,804.5,22.6,62.5,6.47,7.6,77.2,41.8,44.6,2.55,147.0,298.4,2.45,0.631,86.7,119,4.477
Maize,West,Loamy,1021.3,21.0,25.5,9.08,5.82,47.8,43.6,48.7,2.53,199.5,589.5,1.43,0.504,68.4,95,4.076
Cotton,East,Loamy,697.5,27.9,55.2,7.95,7.22,28.1,40.7,53.2,3.82,114.7,278.8,1.43,0.779,96.1,117,1.601
Maize,North,Loamy,597.0,23.4,70.4,9.65,6.21,72.0,60.6,54.3,2.22,138.1,46.3,2.72,0.544,107.0,144,5.63
Cotton,South,Silty,897.3,26.4,49.2,7.87,6.49,68.9,29.3,61.9,3.64,180.6,324.5,2.11,0.754,83.7,123,1.807
Rice,East,Loamy,501.4,27.0,43.7,9.78,5.98,71.5,28.6,46.5,1.53,174.3,422.1,2.12,0.499,61.0,170,4.509
Maize,West,Silty,971.2,26.1,59.0,7.45,6.02,49.4,30.1,25.6,2.74,199.6,363.9,2.05,0.694,64.9,101,5.054
Wheat,East,Silty,970.7,27.3,47.6,4.95,6.19,38.2,36.5,40.9,2.94,129.5,355.8,1.11,0.569,83.5,66,2.706
Maize,East,Sandy,1014.3,18.9,62.8,6.05,5.17,36.6,43.5,27.2,4.79,150.0,211.6,0.99,0.775,86.4,130,4.483
Wheat,North,Silty,794.2,18.5,44.5,8.53,6.74,67.1,34.5,56.8,3.97,208.1,249.5,1.72,0.887,69.5,130,2.912
Maize,West,Silty,578.4,23.7,58.4,8.5,6.58,74.1,52.1,64.2,2.64,236.6,198.1,1.81,0.631,76.0,122,5.077
Rice,East,Silty,727.3,23.9,54.8,6.53,5.45,36.2,40.0,44.9,2.48,99.7,211.8,2.42,0.885,91.6,86,5.229
Wheat,North,Sandy,795.0,20.9,59.8,9.71,6.96,12.2,38.8,61.3,2.33,221.3,275.0,2.89,0.577,101.4,106,3.478
Wheat,South,Sandy,560.0,25.4,84.5,6.47,7.52,49.7,24.0,60.3,1.88,103.9,410.4,1.82,0.63,79.8,125,3.238
Maize,Central,Loamy,1033.3,29.4,63.0,7.69,6.03,36.4,61.9,49.3,4.62,162.5,645.7,2.18,0.584,92.2,126,3.881
Cotton,North,Silty,845.0,31.1,67.6,7.65,5.95,39.4,39.4,52.4,2.24,166.9,317.6,2.92,0.45,79.9,137,1.822
Wheat,East,Silty,476.9,32.5,50.6,5.0,7.28,46.4,59.6,58.3,4.72,120.8,364.9,1.75,0.82,86.3,95,2.919
Maize,East,Clayey,1170.7,16.1,63.3,6.83,6.78,56.1,32.5,25.5,3.1,139.3,10.5,2.43,0.624,67.0,73,4.368
Rice,North,Loamy,724.3,17.0,55.9,10.57,6.4,38.3,50.0,48.5,2.92,43.8,247.2,2.22,0.537,87.8,115,4.57
Cotton,North,Silty,426.5,22.3,60.4,5.62,7.07,52.0,33.2,52.8,3.1,193.5,483.8,1.68,0.493,107.3,136,1.86
Maize,Central,Sandy,492.4,24.5,69.7,7.94,6.69,48.1,61.8,24.9,4.21,133.3,311.2,0.73,0.884,87.3,87,5.94
Cotton,East,Clayey,1071.9,22.6,52.5,5.27,7.5,15.4,53.4,71.8,2.15,147.5,287.4,1.05,0.579,88.4,160,1.713
Rice,South,Clayey,1156.2,20.7,54.0,5.6,6.49,58.2,50.2,60.3,3.51,115.7,648.1,3.04,0.577,62.2,111,4.117
Wheat,North,Loamy,952.4,22.2,52.7,4.88,6.8,43.2,31.3,60.4,2.96,193.7,442.8,0.38,0.754,86.8,148,2.612
Maize,East,Loamy,1029.8,26.9,52.4,8.41,7.27,31.0,62.9,50.7,3.4,161.1,392.6,3.78,0.832,38.9,164,4.727
Soybean,West,Loamy,1004.2,16.0,62.6,5.69,4.79,39.1,64.5,31.7,2.8,81.1,292.4,1.32,0.523,93.1,79,1.81
Cotton,West,Silty,839.2,38.1,54.5,8.9,7.29,53.0,35.4,27.2,2.64,143.3,332.6,0.23,0.694,108.8,132,1.783
Cotton,North,Silty,782.3,24.1,82.5,6.2,6.15,50.7,41.9,43.6,3.53,87.9,556.5,1.46,0.694,69.4,165,1.747
Cotton,West,Sandy,835.0,30.3,100.0,7.19,6.85,59.7,51.1,54.8,1.62,151.2,567.9,0.0,0.574,75.2,109,1.885
Soybean,Central,Sandy,884.0,20.5,51.5,7.62,7.66,56.5,16.3,52.6,4.39,191.0,235.5,0.29,0.543,99.1,169,2.255
Rice,South,Sandy,514.6,27.4,64.4,4.57,6.29,32.4,53.8,68.9,3.11,161.6,105.1,2.1,0.509,63.6,145,4.611
Maize,North,Sandy,883.0,24.6,75.6,7.31,6.18,5.7,52.3,40.7,2.45,176.1,305.9,0.43,0.756,89.4,112,4.548
Wheat,Central,Clayey,1064.7,29.1,56.0,7.52,6.46,51.8,33.2,40.0,3.37,213.4,391.6,0.49,0.638,65.0,119,2.683
Maize,East,Sandy,648.4,22.8,45.1,8.71,5.48,59.5,13.7,45.1,2.31,100.9,516.7,2.05,0.612,91.5,81,3.94
Rice,West,Clayey,621.7,33.3,86.1,5.56,8.04,47.0,44.0,28.8,3.08,123.7,287.4,2.07,0.493,75.1,103,4.266
Wheat,South,Sandy,819.1,15.0,70.3,5.77,6.47,59.9,26.4,66.0,3.09,42.0,258.2,2.5,0.756,24.9,137,2.858
Rice,South,Clayey,537.6,29.7,64.8,7.99,7.65,35.0,20.9,41.5,4.26,127.2,433.4,2.23,0.648,59.0,113,4.428
Maize,South,Silty,370.8,24.7,81.8,9.12,6.27,44.8,44.4,48.5,3.28,113.2,189.2,1.94,0.47,78.1,129,5.216
Rice,South,Loamy,986.9,17.9,71.6,6.11,6.52,36.2,55.8,56.4,1.88,189.2,271.5,2.57,0.548,117.3,149,4.39
Cotton,East,Loamy,587.3,35.7,59.3,5.15,7.16,60.5,37.4,34.5,3.58,177.7,300.7,2.91,0.714,75.1,148,1.849
Maize,North,Clayey,704.6,35.1,45.4,6.52,5.73,36.3,54.2,48.9,3.72,240.1,291.4,2.06,0.336,65.7,130,3.422
Cotton,Central,Loamy,547.5,11.6,52.6,5.48,6.43,80.9,48.0,44.9,1.39,119.9,453.5,2.51,0.595,86.2,106,1.539
Soybean,East,Loamy,1019.2,25.1,78.1,7.6,7.13,42.5,23.5,58.7,1.81,173.8,364.3,0.0,0.725,20.0,124,2.141
Wheat,Central,Silty,913.3,28.2,70.2,5.38,6.35,62.0,33.4,45.1,5.01,194.4,235.2,1.56,0.637,105.5,126,2.484
Rice,East,Sandy,639.8,26.7,57.2,8.46,6.16,42.7,53.0,5.0,2.67,287.5,271.8,3.44,0.711,92.3,104,4.698
Soybean,South,Clayey,405.0,33.1,86.5,7.32,7.28,70.1,33.3,31.9,2.69,176.1,635.7,1.44,0.287,69.9,129,2.226
Maize,East,Silty,613.3,31.8,57.6,8.51,7.48,69.5,49.8,24.0,2.97,147.1,126.8,2.5,0.405,94.5,100,4.711
Rice,North,Loamy,842.5,25.6,74.8,3.37,7.59,45.1,35.1,72.0,2.36,157.5,74.6,2.23,0.734,86.0,120,4.356
Maize,Central,Sandy,747.2,37.7,63.3,4.36,6.03,54.1,48.7,64.8,1.23,177.9,151.0,1.37,0.661,77.3,105,4.459
Cotton,West,Loamy,727.3,29.6,89.0,8.94,6.09,69.1,45.1,14.9,1.88,232.4,336.5,2.45,0.56,90.9,108,1.724
Rice,North,Sandy,752.9,21.9,71.3,5.92,6.17,54.6,37.0,30.9,2.36,124.5,436.4,1.54,0.642,78.2,143,4.372
Wheat,East,Loamy,889.7,20.7,60.7,4.8,7.0,36.2,48.3,25.6,2.5,107.3,286.2,1.51,0.691,83.4,143,2.838
Rice,East,Silty,689.5,31.5,57.3,6.7,5.66,51.1,14.1,48.0,2.23,307.3,232.3,1.5,0.527,91.1,116,5.026
Cotton,South,Sandy,812.5,19.2,59.8,7.36,5.7,38.8,27.0,31.6,1.51,82.4,211.9,1.13,0.496,72.5,152,1.482
Soybean,North,Loamy,453.3,21.5,49.1,6.76,6.0,52.3,34.4,41.3,2.45,201.3,92.0,0.99,0.4,77.5,139,2.582
Cotton,West,Loamy,1338.5,22.6,39.5,7.7,5.84,38.2,54.1,25.7,4.12,175.0,491.9,1.51,0.818,56.6,135,1.68
Cotton,South,Loamy,629.0,26.1,64.6,7.5,7.12,55.6,22.6,51.0,2.33,169.3,275.7,2.06,0.611,54.3,118,1.756
Wheat,East,Loamy,750.9,22.8,52.0,7.42,7.07,23.2,39.6,21.5,2.82,76.3,326.7,1.62,0.828,46.0,137,2.632
Rice,South,Loamy,841.6,16.1,52.0,9.02,6.16,33.2,43.8,80.0,4.44,312.5,402.3,1.55,0.399,87.3,109,5.269
Wheat,West,Clayey,597.3,31.0,58.7,6.98,6.36,38.1,43.0,66.1,2.31,160.6,466.4,4.56,0.62,73.7,126,2.9
Wheat,North,Silty,702.0,21.6,60.8,6.93,4.72,47.6,38.8,79.7,6.06,119.1,272.9,2.72,0.422,56.5,151,2.862
Cotton,South,Silty,698.9,36.1,60.1,8.2,6.18,27.3,32.6,53.5,3.89,70.2,190.5,0.35,0.864,72.3,143,1.769
Cotton,East,Silty,471.5,25.8,86.1,7.83,7.37,36.7,37.0,66.8,3.08,29.3,297.4,2.25,0.95,58.8,106,2.014
Wheat,East,Silty,809.6,31.6,69.9,5.65,6.14,61.7,51.7,57.5,2.75,192.2,284.2,2.29,0.788,83.7,148,2.445
Soybean,West,Sandy,287.7,27.8,91.6,6.86,5.74,63.5,31.7,30.9,4.34,99.7,233.1,5.51,0.432,99.7,90,2.418
